team,result,margin,br,toss,bat,opposition,ground,date,url,scrapped_date
Sri,Lanka,lost 8,wickets,178,lost,v India,Mohali,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
South,Africa,won 19,runs,won,1st,New Zealand,Town,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
New,Zealand,lost 19,runs,lost,2nd,South Africa,Town,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
India,won,6 wickets,23,lost,2nd,Sri Lanka,Jaipur,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 6,wickets,23,won,v India,Jaipur,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
India,won,4 wickets,26,won,2nd,Sri Lanka,Pune,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 4,wickets,26,lost,v India,Pune,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
New,Zealand,n/r -,lost,lost,2nd,Africa,Durban,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
South,Africa,n/r -,won,won,1st,Zealand,Durban,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
South,Africa,won 5,wickets,11,won,v New,Centurion,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
New,Zealand,lost 5,wickets,11,lost,v South,Centurion,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
Sri,Lanka,won 5,wickets,14,won,v India,Ahmedabad,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
India,lost,5 wickets,14,lost,1st,Sri Lanka,Ahmedabad,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
India,won,7 wickets,91,won,2nd,Sri Lanka,Rajkot,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 7,wickets,91,lost,v India,Rajkot,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
India,won,5 wickets,63,lost,2nd,Sri Lanka,Vadodara,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 5,wickets,63,won,v India,Vadodara,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
South,Africa,won 5,wickets,7,won,v India,(Deccan),2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
India,lost,5 wickets,7,lost,1st,South Africa,(Deccan),2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
India,won,6 wickets,86,won,2nd,South Africa,Bengaluru,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
South,Africa,lost 6,wickets,86,lost,v India,Bengaluru,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=94;template=results;type=team;view=results,2021-02-12
India,aban,- -,,-,v,Africa,Chennai,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
South,Africa,aban -,,-,-,India,Chennai,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
South,Africa,won 10,wickets,85,won,v India,Kolkata,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
India,lost,10 wickets,85,lost,1st,South Africa,Kolkata,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
India,won,5 wickets,15,won,2nd,South Africa,Mumbai,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
South,Africa,lost 5,wickets,15,lost,v India,Mumbai,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Australia,won,147 runs,lost,lost,1st,Zealand,Auckland,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
New,Zealand,lost 147,runs,runs,won,Australia,Auckland,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Australia,won,2 runs,won,won,1st,Zealand,Wellington,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
New,Zealand,lost 2,runs,runs,lost,Australia,Wellington,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
New,Zealand,won 2,wickets,6,won,v Australia,Christchurch,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Australia,lost,2 wickets,6,lost,1st,New Zealand,Christchurch,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
England,won,42 runs,,won,1st,Pakistan,Lahore,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Pakistan,lost,42 runs,,lost,2nd,England,Lahore,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Pakistan,won,7 wickets,36,36,lost,England,Lahore,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
England,lost,7 wickets,36,36,won,Pakistan,Lahore,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Pakistan,won,165 runs,,lost,1st,England,Karachi,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
England,lost,165 runs,,won,2nd,Pakistan,Karachi,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Pakistan,won,13 runs,,won,1st,England,Rawalpindi,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
England,lost,13 runs,,lost,2nd,Pakistan,Rawalpindi,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
England,won,6 runs,,won,1st,Pakistan,Rawalpindi,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Pakistan,lost,6 runs,,lost,2nd,England,Rawalpindi,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
New,Zealand,won 7,wickets,76,won,v Sri,Queenstown,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 7,wickets,76,lost,v New,Queenstown,2005,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
New,Zealand,won 5,wickets,12,won,v Sri,Christchurch,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 5,wickets,12,lost,v New,Christchurch,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
New,Zealand,won 21,runs,won,1st,Sri Lanka,Wellington,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 21,runs,lost,2nd,New Zealand,Wellington,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Sri,Lanka,won 20,runs,won,1st,New Zealand,Napier,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
New,Zealand,lost 20,runs,lost,2nd,Sri Lanka,Napier,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Australia,won,116 runs,lost,1st,v,Lanka Melbourne,(Docklands),2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 116,runs,won,2nd,Australia Melbourne,(Docklands),2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
South,Africa,won 5,wickets,7,lost,v Australia,Brisbane,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Australia,lost,5 wickets,7,won,1st,South Africa,Brisbane,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Sri,Lanka,won 94,runs,lost,1st,South Africa,Brisbane,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
South,Africa,lost 94,runs,won,2nd,Sri Lanka,Brisbane,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Australia,won,59 runs,won,1st,v,Africa Melbourne,(Docklands),2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
South,Africa,lost 59,runs,lost,2nd,Australia Melbourne,(Docklands),2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Sri,Lanka,won 51,runs,runs,won,Australia,Sydney,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Australia,lost,51 runs,lost,lost,2nd,Lanka,Sydney,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
South,Africa,won 9,runs,won,1st,Sri Lanka,Adelaide,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 9,runs,lost,2nd,South Africa,Adelaide,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Australia,won,5 wickets,9,lost,2nd,Sri Lanka,Adelaide,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 5,wickets,9,won,v Australia,Adelaide,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Australia,won,6 wickets,54,lost,2nd,Sri Lanka,Perth,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 6,wickets,54,won,v Australia,Perth,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
South,Africa,won 5,wickets,29,lost,v Sri,Perth,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 5,wickets,29,won,v South,Perth,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Australia,won,80 runs,won,1st,v,Africa Melbourne,(Docklands),2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
South,Africa,lost 80,runs,lost,2nd,Australia Melbourne,(Docklands),2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=95;template=results;type=team;view=results,2021-02-12
Australia,won,57 runs,won,won,1st,Africa,Sydney,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
South,Africa,lost 57,runs,runs,lost,Australia,Sydney,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Pakistan,won,7 runs,,won,2nd,India,Peshawar,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
India,lost,7 runs,,lost,1st,Pakistan,Peshawar,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Sri,Lanka,won 76,runs,won,1st,South Africa,Hobart,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
South,Africa,lost 76,runs,lost,2nd,Sri Lanka,Hobart,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Sri,Lanka,won 22,runs,runs,won,Australia,Adelaide,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Australia,lost,22 runs,lost,lost,2nd,Lanka,Adelaide,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
India,won,7 wickets,41,41,lost,Pakistan,Rawalpindi,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Pakistan,lost,7 wickets,41,41,won,India,Rawalpindi,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Australia,won,167 runs,won,won,1st,Lanka,Sydney,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 167,runs,runs,lost,Australia,Sydney,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
India,won,5 wickets,14,14,won,Pakistan,Lahore,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Pakistan,lost,5 wickets,14,14,lost,India,Lahore,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Australia,won,9 wickets,27,lost,2nd,Sri Lanka,Brisbane,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 9,wickets,27,won,v Australia,Brisbane,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
India,won,5 wickets,105,105,won,Pakistan,Multan,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Pakistan,lost,5 wickets,105,105,lost,India,Multan,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
New,Zealand,won 81,runs,won,1st,West Indies,Wellington,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
West,Indies,lost 81,runs,lost,2nd,New Zealand,Wellington,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
India,won,8 wickets,19,19,won,Pakistan,Karachi,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Pakistan,lost,8 wickets,19,19,lost,India,Karachi,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Sri,Lanka,won 5,wickets,155,lost,v Bangladesh,Bogra,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Bangladesh,lost,5 wickets,155,won,1st,Sri Lanka,Bogra,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
New,Zealand,won 3,wickets,48,won,v West,Queenstown,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
West,Indies,lost 3,wickets,48,lost,v New,Queenstown,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Bangladesh,won,4 wickets,12,won,2nd,Sri Lanka,Bogra,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 4,wickets,12,lost,v Bangladesh,Bogra,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
New,Zealand,won 21,runs,won,1st,West Indies,Christchurch,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
West,Indies,lost 21,runs,lost,2nd,New Zealand,Christchurch,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Sri,Lanka,won 78,runs,runs,lost,Bangladesh,Chattogram,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Bangladesh,lost,78 runs,won,won,2nd,Lanka,Chattogram,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Zimbabwe,won,8 wickets,39,39,lost,Kenya,Bulawayo,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Kenya,lost,8 wickets,39,39,won,Zimbabwe,Bulawayo,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Kenya,won,79 runs,,lost,1st,Zimbabwe,Bulawayo,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,79 runs,,won,2nd,Kenya,Bulawayo,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
South,Africa,won 6,wickets,21,lost,v Australia,Centurion,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Australia,lost,6 wickets,21,won,1st,South Africa,Centurion,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
New,Zealand,won 91,runs,lost,1st,West Indies,Napier,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
West,Indies,lost 91,runs,won,2nd,New Zealand,Napier,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Kenya,won,65 runs,,won,1st,Zimbabwe,Harare,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,65 runs,,lost,2nd,Kenya,Harare,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Zimbabwe,won,109 runs,,won,1st,Kenya,Harare,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Kenya,lost,109 runs,,lost,2nd,Zimbabwe,Harare,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
South,Africa,won 196,runs,won,1st,Australia Cape,Town,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Australia,lost,196 runs,lost,2nd,v,Africa Cape,Town,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
West,Indies,won 3,wickets,2,lost,v New,Auckland,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
New,Zealand,lost 3,wickets,2,won,v West,Auckland,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=96;template=results;type=team;view=results,2021-02-12
Australia,won,24 runs,lost,1st,v,Africa Port,Elizabeth,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
South,Africa,lost 24,runs,won,2nd,Australia Port,Elizabeth,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Australia,won,1 wickets,5,lost,2nd,South Africa,Durban,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
South,Africa,lost 1,wickets,5,won,v Australia,Durban,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
South,Africa,won 1,wickets,1,lost,v Australia,Johannesburg,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
