team,result,margin,br,toss,bat,opposition,ground,date,url,scrapped_date
Australia,lost,1 wickets,1,won,1st,South Africa,Johannesburg,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Bangladesh,won,131 runs,,won,1st,Kenya,Bogra,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Kenya,lost,131 runs,,lost,2nd,Bangladesh,Bogra,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Pakistan,n/r,#NAME?,1st,1st,v,Colombo,(RPS),2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Sri,Lanka,n/r -,won,won,2nd,Colombo,(RPS),2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Pakistan,won,4 wickets,32,won,2nd,Sri Lanka,(RPS),2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 4,wickets,32,lost,v Pakistan,(RPS),2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Bangladesh,won,9 wickets,157,157,lost,Kenya,Khulna,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Kenya,lost,9 wickets,157,157,won,Bangladesh,Khulna,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Pakistan,won,4 wickets,28,won,2nd,Sri Lanka,(SSC),2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Sri,Lanka,lost 4,wickets,28,lost,v Pakistan,(SSC),2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Bangladesh,won,20 runs,,won,1st,Kenya,Fatullah,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Kenya,lost,20 runs,,lost,2nd,Bangladesh,Fatullah,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Bangladesh,won,7 wickets,51,51,lost,Kenya,Fatullah,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Kenya,lost,7 wickets,51,51,won,Bangladesh,Fatullah,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
India,won,39 runs,,lost,1st,England,Delhi,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
England,lost,39 runs,,won,2nd,India,Delhi,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
India,won,4 wickets,6,6,lost,England,Faridabad,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
England,lost,4 wickets,6,6,won,India,Faridabad,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
India,won,49 runs,,won,1st,England,Margao,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
England,lost,49 runs,,lost,2nd,India,Margao,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
India,won,4 wickets,16,16,lost,England,Kochi,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
England,lost,4 wickets,16,16,won,India,Kochi,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
England,won,5 wickets,44,44,lost,India,Jamshedpur,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
India,lost,5 wickets,44,44,won,England,Jamshedpur,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
India,won,7 wickets,5,5,won,England,Indore,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
England,lost,7 wickets,5,5,lost,India,Indore,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Pakistan,won,6 wickets,9,lost,2nd,India Abu,Dhabi,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
India,lost,6 wickets,9,won,1st,Pakistan Abu,Dhabi,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
India,won,51 runs,won,won,1st,Abu,Dhabi,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Pakistan,lost,51 runs,lost,lost,2nd,Abu,Dhabi,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Australia,won,4 wickets,36,36,lost,Bangladesh,Chattogram,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Bangladesh,lost,4 wickets,36,36,won,Australia,Chattogram,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Australia,won,67 runs,,won,1st,Bangladesh,Fatullah,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Bangladesh,lost,67 runs,,lost,2nd,Australia,Fatullah,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Australia,won,9 wickets,164,164,lost,Bangladesh,Fatullah,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Bangladesh,lost,9 wickets,164,164,won,Australia,Fatullah,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
West,Indies,won 5,wickets,70,won,v Zimbabwe,John's,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,5 wickets,70,lost,1st,West Indies,John's,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
West,Indies,won 98,runs,won,1st,Zimbabwe St,John's,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,98 runs,lost,2nd,v,Indies St,John's,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
West,Indies,aban -,,-,-,Zimbabwe,Georgetown,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
Zimbabwe,aban,- -,,-,v,Indies,Georgetown,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=97;template=results;type=team;view=results,2021-02-12
West,Indies,won 82,runs,runs,won,Zimbabwe,Georgetown,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,82 runs,lost,lost,2nd,Indies,Georgetown,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
West,Indies,won 10,wickets,134,lost,v Zimbabwe,Islet,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,10 wickets,134,won,1st,West Indies,Islet,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
West,Indies,n/r -,won,1st,v,Port of,Spain,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
Zimbabwe,n/r,#NAME?,2nd,v,West,Port of,Spain,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
West,Indies,won 104,runs,won,1st,Zimbabwe Port,Spain,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
Zimbabwe,lost,104 runs,lost,2nd,v,Indies Port,Spain,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
Zimbabwe,won,143 runs,won,1st,v,Port of,Spain,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
Canada,lost,143 runs,lost,2nd,v,Port of,Spain,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
Bermuda,won,3 wickets,9,won,2nd,Canada Port,Spain,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
Canada,lost,3 wickets,9,lost,1st,Bermuda Port,Spain,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
Zimbabwe,won,194 runs,lost,1st,v,Port of,Spain,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
Bermuda,lost,194 runs,won,2nd,v,Port of,Spain,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
India,won,5 wickets,1,won,2nd,West Indies,Kingston,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
West,Indies,lost 5,wickets,1,lost,v India,Kingston,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
Zimbabwe,won,83 runs,won,1st,v,Port of,Spain,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
Bermuda,lost,83 runs,lost,2nd,v,Port of,Spain,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
West,Indies,won 1,runs,runs,lost,India,Kingston,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
India,lost,1 runs,won,won,2nd,Indies,Kingston,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
West,Indies,won 4,wickets,1,lost,v India,Basseterre,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
India,lost,4 wickets,1,won,1st,West Indies,Basseterre,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
West,Indies,won 19,runs,lost,1st,India Port,Spain,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
India,lost,19 runs,won,2nd,v,Indies Port,Spain,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
England,won,38 runs,,won,1st,Ireland,Belfast,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
Ireland,lost,38 runs,,lost,2nd,England,Belfast,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
Sri,Lanka,won 20,runs,runs,lost,England,Lord's,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
England,lost,20 runs,won,won,2nd,Lanka,Lord's,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
Sri,Lanka,won 46,runs,won,1st,England The,Oval,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
England,lost,46 runs,lost,2nd,v,Lanka The,Oval,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
Sri,Lanka,won 8,wickets,46,lost,v England,Chester-le-Street,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
England,lost,8 wickets,46,won,1st,Sri Lanka,Chester-le-Street,2006,https://stats.espncricinfo.com/ci/engine/stats/index.html?class=2;home_or_away=1;home_or_away=2;home_or_away=3;page=98;template=results;type=team;view=results,2021-02-12
